School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Ohio State,Alex Williams,EDGE,RS-FR,Entered,1/15/2020,Ohio State,,87.17,Pickerington North,https://www.on3.com/rivals/alex-williams-3507/
Ohio State,Corey Rau,TE,RS-JR,Entered,1/09/2020,SMU,,81.98,Cinco Ranch,https://www.on3.com/rivals/corey-rau-26285/
Ohio State,Corey Rau,TE,RS-JR,Committed,,SMU,Ohio State Buckeyes,81.98,Cinco Ranch,https://www.on3.com/rivals/corey-rau-26285/
Ohio State,Brendon White,S,JR,Committed,,Ohio State,Rutgers Scarlet Knights,93.39,Olentangy Liberty,https://www.on3.com/rivals/brendon-white-13838/
Ohio State,Brendon White,S,JR,Entered,12/13/2019,Ohio State,,93.39,Olentangy Liberty,https://www.on3.com/rivals/brendon-white-13838/
Ohio State,Isaiah Pryor,S,JR,Committed,,Ohio State,Notre Dame Fighting Irish,94.94,IMG Academy,https://www.on3.com/rivals/isaiah-pryor-49704/
Ohio State,Isaiah Pryor,S,JR,Entered,9/23/2019,Ohio State,,94.94,IMG Academy,https://www.on3.com/rivals/isaiah-pryor-49704/
Oklahoma,Ty DeArman,LB,FR,Committed,,Oklahoma,SMU Mustangs,85.60,Bowie,https://www.on3.com/rivals/ty-dearman-116971/
Oklahoma,Jaquayln Crawford,WR,RS-FR,Committed,,Oklahoma,Arkansas Razorbacks,91.89,Rockdale,https://www.on3.com/rivals/jaquayln-crawford-56461/
Oklahoma,Jaden Knowles,RB,SO,Entered,6/15/2020,Southwestern Oklahoma State,,,Kennedale,https://www.on3.com/rivals/jaden-knowles-52631/
Oklahoma,Jaden Knowles,RB,SO,Committed,,Southwestern Oklahoma State,Oklahoma Sooners,,Kennedale,https://www.on3.com/rivals/jaden-knowles-52631/
Oklahoma,Mark Jackson Jr.,LB,SR,Entered,5/07/2020,Oklahoma,,91.07,Steele,https://www.on3.com/rivals/mark-jackson-jr-138270/
Oklahoma,Jaquayln Crawford,WR,RS-FR,Entered,5/01/2020,Oklahoma,,91.89,Rockdale,https://www.on3.com/rivals/jaquayln-crawford-56461/
Oklahoma,Chris Murray,IOL,SO,Entered,4/02/2020,UCLA,,91.51,Mater Dei,https://www.on3.com/rivals/chris-murray-22201/
Oklahoma,Chris Murray,IOL,SO,Committed,,UCLA,Oklahoma Sooners,91.51,Mater Dei,https://www.on3.com/rivals/chris-murray-22201/
Oklahoma,Trey Sermon,RB,JR,Committed,,Oklahoma,Ohio State Buckeyes,91.90,Sprayberry,https://www.on3.com/rivals/trey-sermon-116226/
Oklahoma,Trey Sermon,RB,JR,Entered,3/14/2020,Oklahoma,,91.90,Sprayberry,https://www.on3.com/rivals/trey-sermon-116226/
Oklahoma,Obi Obialo,WR,SR,Committed,,Avatar,Marshall,,Coppell,https://www.on3.com/rivals/obi-obialo-94141/
Oklahoma,Obi Obialo,WR,SR,Entered,1/19/2020,Avatar,Marshall,,Coppell,https://www.on3.com/rivals/obi-obialo-94141/
Oklahoma,Ty DeArman,LB,FR,Entered,12/31/2019,Oklahoma,SMU,85.60,Bowie,https://www.on3.com/rivals/ty-dearman-116971/
Oklahoma,Zach Edwards,LS,SO,Committed,,Oklahoma,Texas Longhorns,,Azle,https://www.on3.com/rivals/zach-edwards-122699/
Oklahoma,Zach Edwards,LS,SO,Entered,,Oklahoma,,,Azle,https://www.on3.com/rivals/zach-edwards-122699/
Oklahoma State,CJ Moore,WR,RS-FR,Entered,8/03/2020,Oklahoma State,,89.09,Union,https://www.on3.com/rivals/cj-moore-23639/
Oklahoma State,Josh Sills,IOL,RS-JR,Committed,,West Virginia,Oklahoma State Cowboys,83.00,Meadowbrook,https://www.on3.com/rivals/josh-sills-67592/
Oklahoma State,Grayson Boomer,TE,FR,Committed,,Oklahoma State,Tulsa Golden Hurricane,91.57,Collinsville,https://www.on3.com/rivals/grayson-boomer-46650/
Oklahoma State,JayVeon Cardwell,CB,RS-FR,Committed,,Oklahoma State,UTSA Roadrunners,87.73,Steele,https://www.on3.com/rivals/jayveon-cardwell-59263/
Oklahoma State,JayVeon Cardwell,CB,RS-FR,Entered,12/18/2019,Oklahoma State,,87.73,Steele,https://www.on3.com/rivals/jayveon-cardwell-59263/
Oklahoma State,Josh Sills,IOL,RS-JR,Entered,12/17/2019,West Virginia,,83.00,Meadowbrook,https://www.on3.com/rivals/josh-sills-67592/
Oklahoma State,Jahmyl Jeter,RB,RS-FR,Committed,,Oklahoma State,Texas State Bobcats,85.97,William J. Brennan,https://www.on3.com/rivals/jahmyl-jeter-142493/
Oklahoma State,Grayson Boomer,TE,FR,Entered,12/02/2019,Oklahoma State,,91.57,Collinsville,https://www.on3.com/rivals/grayson-boomer-46650/
Oklahoma State,Jahmyl Jeter,RB,RS-FR,Entered,10/08/2019,Oklahoma State,,85.97,William J. Brennan,https://www.on3.com/rivals/jahmyl-jeter-142493/
Oklahoma State,Israel Antwine,DL,SO,Entered,1/12/2019,Oklahoma State,,85.53,Millwood,https://www.on3.com/rivals/israel-antwine-50028/
Ole Miss,Charles Wiley,EDGE,RS-JR,Committed,,Avatar,Ole Miss,91.25,Stockbridge,https://www.on3.com/rivals/charles-wiley-20355/
Ole Miss,Jake Springer,S,JR,Committed,,Navy,Ole Miss Rebels,,Park Hill South,https://www.on3.com/rivals/jake-springer-53869/
Ole Miss,Kenny Yeboah,TE,RS-JR,Committed,,Avatar,Temple,78.42,Parkland,https://www.on3.com/rivals/kenny-yeboah-73433/
Ole Miss,Jake Springer,S,JR,Entered,6/22/2020,Navy,,,Park Hill South,https://www.on3.com/rivals/jake-springer-53869/
Ole Miss,Charles Wiley,EDGE,RS-JR,Entered,6/04/2020,Avatar,Ole Miss,91.25,Stockbridge,https://www.on3.com/rivals/charles-wiley-20355/
Ole Miss,Mark Robinson,RB,JR,Entered,6/03/2020,Southeast Missouri State,,,Lee County,https://www.on3.com/rivals/mark-robinson-83541/
Ole Miss,Mark Robinson,RB,JR,Committed,,Southeast Missouri State,Ole Miss Rebels,,Lee County,https://www.on3.com/rivals/mark-robinson-83541/
Ole Miss,Otis Reese,S,SO,Entered,1/18/2020,Georgia,,94.87,Lee County,https://www.on3.com/rivals/otis-reese-94732/
Ole Miss,Otis Reese,S,SO,Committed,,Georgia,Ole Miss Rebels,94.87,Lee County,https://www.on3.com/rivals/otis-reese-94732/
Ole Miss,Bryce Mathews,OT,SR,Committed,,Avatar,Ole Miss,90.62,Brentwood Academy,https://www.on3.com/rivals/bryce-mathews-15847/
Ole Miss,Kenny Yeboah,TE,RS-JR,Entered,12/02/2019,Avatar,Temple,78.42,Parkland,https://www.on3.com/rivals/kenny-yeboah-73433/
Ole Miss,Bryce Mathews,OT,SR,Entered,12/02/2019,Avatar,Ole Miss,90.62,Brentwood Academy,https://www.on3.com/rivals/bryce-mathews-15847/
Ole Miss,Chase Rogers,TE,RS-SO,Entered,8/19/2019,Ole Miss,,85.37,St Stanislaus,https://www.on3.com/rivals/chase-rogers-20816/
Oregon,Cody Shear,IOL,JR,Committed,,Avatar,Oregon,84.33,Sheldon,https://www.on3.com/rivals/cody-shear-24417/
Oregon,Jordan Happle,S,RS-JR,Committed,,Boise State,Oregon Ducks,80.27,Jesuit,https://www.on3.com/rivals/jordan-happle-65566/
Oregon,Brenden Schooler,WR,SR,Committed,,Oregon,Texas Longhorns,,Mission Viejo,https://www.on3.com/rivals/brenden-schooler-13803/
Oregon,Jordan Happle,S,RS-JR,Entered,7/31/2020,Boise State,,80.27,Jesuit,https://www.on3.com/rivals/jordan-happle-65566/
Oregon,Adam Stack,K,JR,Committed,,Avatar,Oregon,79.02,Kamehameha,https://www.on3.com/rivals/adam-stack-1354/
Oregon,Anthony Brown,QB,RS-JR,Committed,,Boston College,Oregon Ducks,84.20,St. John Vianney,https://www.on3.com/rivals/anthony-brown-5926/
Oregon,Anthony Brown,QB,RS-JR,Entered,12/09/2019,Boston College,Oregon,84.20,St. John Vianney,https://www.on3.com/rivals/anthony-brown-5926/
Oregon,Brenden Schooler,WR,SR,Entered,10/23/2019,Oregon,,,Mission Viejo,https://www.on3.com/rivals/brenden-schooler-13803/
Oregon,Devon Williams,WR,SO,Entered,9/27/2019,Oregon,,96.51,Antelope Valley,https://www.on3.com/rivals/devon-williams-36491/
Oregon,Adam Stack,K,JR,Entered,9/09/2019,Avatar,Oregon,79.02,Kamehameha,https://www.on3.com/rivals/adam-stack-1354/
Oregon,Cody Shear,IOL,JR,Entered,,Avatar,Oregon,84.33,Sheldon,https://www.on3.com/rivals/cody-shear-24417/
Oregon State,Craig Francois,LB,SO,Entered,4/21/2020,Oregon State,,,Cathedral,https://www.on3.com/rivals/craig-francois-26875/
Oregon State,Charles Moore,DL,FR,Entered,11/01/2019,Oregon State,,94.53,Louisville,https://www.on3.com/rivals/charles-moore-20228/
Oregon State,Caleb Lightbourn,P,SR,Entered,6/13/2019,Avatar,Oregon State,80.72,Camas,https://www.on3.com/rivals/caleb-lightbourn-17073/
Oregon State,Myles Green-Richards,CB,SO,Entered,4/03/2019,Oregon State,,,Churchill,https://www.on3.com/rivals/myles-green-richards-90694/
Pittsburgh,Therran Coleman,CB,SR,Committed,,Avatar,Pittsburgh,88.37,Brashear,https://www.on3.com/rivals/therran-coleman-112190/
Pittsburgh,Therran Coleman,CB,SR,Entered,12/09/2019,Avatar,Pittsburgh,88.37,Brashear,https://www.on3.com/rivals/therran-coleman-112190/
Penn State,Dalton Daddona,IOL,FR,Committed,,Avatar,Penn State,,Bethlehem Catholic,https://www.on3.com/rivals/dalton-daddona-28284/
Penn State,Damion Barber,DL,RS-SO,Committed,,Penn State,Austin Peay Governors,89.91,Harrisburg,https://www.on3.com/rivals/damion-barber-28626/
Penn State,Dalton Daddona,IOL,FR,Entered,6/01/2020,Avatar,Penn State,,Bethlehem Catholic,https://www.on3.com/rivals/dalton-daddona-28284/
Penn State,Damion Barber,DL,RS-SO,Entered,6/01/2020,Penn State,,89.91,Harrisburg,https://www.on3.com/rivals/damion-barber-28626/
Penn State,Mac Hippenhammer,WR,RS-SO,Committed,,Penn State,Miami (OH) RedHawks,87.43,Snider,https://www.on3.com/rivals/mac-hippenhammer-81129/
Penn State,Mac Hippenhammer,WR,RS-SO,Entered,4/01/2020,Penn State,,87.43,Snider,https://www.on3.com/rivals/mac-hippenhammer-81129/
Penn State,Justin Shorter,WR,RS-FR,Entered,1/26/2020,Penn State,,98.86,South Brunswick,https://www.on3.com/rivals/justin-shorter-69793/
Penn State,Justin Shorter,WR,RS-FR,Committed,,Penn State,Florida Gators,98.86,South Brunswick,https://www.on3.com/rivals/justin-shorter-69793/
Rutgers,Everett Wormley,WR,JR,Committed,,Rutgers,Central Connecticut State Blue Devils,82.17,Burlington Township,https://www.on3.com/rivals/everett-wormley-43508/
Rutgers,Everett Wormley,WR,JR,Entered,12/30/2020,Rutgers,,82.17,Burlington Township,https://www.on3.com/rivals/everett-wormley-43508/
Rutgers,Michael Dwumfour,DL,SR,Committed,,Avatar,Michigan,83.73,De Paul Catholic,https://www.on3.com/rivals/michael-dwumfour-87646/
Rutgers,T.J. Robinson,S,FR,Committed,,Rutgers,USF Bulls,83.10,Riverview,https://www.on3.com/rivals/tj-robinson-109550/
Rutgers,T.J. Robinson,S,FR,Entered,6/19/2020,Rutgers,,83.10,Riverview,https://www.on3.com/rivals/tj-robinson-109550/
Rutgers,Noah Vedral,QB,JR,Committed,,Nebraska,Rutgers Scarlet Knights,80.63,Bishop Neumann,https://www.on3.com/rivals/noah-vedral-93791/
Rutgers,Mayan Ahanotu,DL,SO,Committed,,Minnesota,Rutgers Scarlet Knights,83.80,Berkeley Prep,https://www.on3.com/rivals/mayan-ahanotu-86839/
Rutgers,Michael Maietti,IOL,RS-JR,Committed,,Rutgers,Missouri Tigers,78.05,Don Bosco Prep,https://www.on3.com/rivals/michael-maietti-87968/
Rutgers,Michael Maietti,IOL,RS-JR,Entered,5/08/2020,Rutgers,,78.05,Don Bosco Prep,https://www.on3.com/rivals/michael-maietti-87968/
Rutgers,Noah Vedral,QB,JR,Entered,4/28/2020,Nebraska,,80.63,Bishop Neumann,https://www.on3.com/rivals/noah-vedral-93791/
Rutgers,Mayan Ahanotu,DL,SO,Entered,4/26/2020,Minnesota,,83.80,Berkeley Prep,https://www.on3.com/rivals/mayan-ahanotu-86839/
Rutgers,Michael Dwumfour,DL,SR,Entered,1/20/2020,Avatar,Michigan,83.73,De Paul Catholic,https://www.on3.com/rivals/michael-dwumfour-87646/
Rutgers,Daevon Robinson,WR,SO,Committed,,Rutgers,Robert Morris Colonials,89.03,Shawnee,https://www.on3.com/rivals/daevon-robinson-27879/
Rutgers,Raheem Blackshear,RB,RS-SO,Committed,,Rutgers,Virginia Tech Hokies,80.52,Archbishop Wood,https://www.on3.com/rivals/raheem-blackshear-97971/
Rutgers,Elijah Barnwell,RB,JR,Committed,,Rutgers,Maine Black Bears,79.27,Piscataway Twp,https://www.on3.com/rivals/elijah-barnwell-41072/
Rutgers,Brendon White,S,JR,Committed,,Ohio State,Rutgers Scarlet Knights,93.39,Olentangy Liberty,https://www.on3.com/rivals/brendon-white-13838/
Rutgers,Brendon White,S,JR,Entered,12/13/2019,Ohio State,,93.39,Olentangy Liberty,https://www.on3.com/rivals/brendon-white-13838/
Rutgers,Raheem Blackshear,RB,RS-SO,Entered,11/27/2019,Rutgers,,80.52,Archbishop Wood,https://www.on3.com/rivals/raheem-blackshear-97971/
Rutgers,Daevon Robinson,WR,SO,Entered,11/25/2019,Rutgers,,89.03,Shawnee,https://www.on3.com/rivals/daevon-robinson-27879/
Rutgers,Elijah Barnwell,RB,JR,Entered,11/23/2019,Rutgers,,79.27,Piscataway Twp,https://www.on3.com/rivals/elijah-barnwell-41072/
Rutgers,Matt Alaimo,TE,SO,Entered,1/19/2019,Rutgers,,88.00,St. Joseph Regional,https://www.on3.com/rivals/matt-alaimo-85030/
Rutgers,Drew Singleton,LB,JR,Entered,12/03/2018,Rutgers,,94.96,Paramus Catholic,https://www.on3.com/rivals/drew-singleton-39183/
Rice,Zach Hoban,K,FR,Committed,,Rice,Virginia Tech Hokies,78.08,Seton Hall Preparatory School,https://www.on3.com/rivals/zach-hoban-122808/
Rice,Uzoma Osuji,OT,SR,Committed,,Rice,Boise State Broncos,78.05,Coppell,https://www.on3.com/rivals/uzoma-osuji-119234/
Rice,Zach Hoban,K,FR,Entered,5/01/2020,Rice,,78.08,Seton Hall Preparatory School,https://www.on3.com/rivals/zach-hoban-122808/
Rice,Jake Constantine,QB,RS-JR,Entered,1/06/2020,Avatar,Weber State,82.65,Adolfo Camarillo,https://www.on3.com/rivals/jake-constantine-53405/
Rice,Jake Constantine,QB,RS-JR,Committed,,Avatar,Weber State,82.65,Adolfo Camarillo,https://www.on3.com/rivals/jake-constantine-53405/
Rice,Uzoma Osuji,OT,SR,Entered,12/10/2019,Rice,,78.05,Coppell,https://www.on3.com/rivals/uzoma-osuji-119234/
Sam Houston,Princeton Pines,IOL,RS-FR,Committed,,Baylor,Sam Houston State Bearkats,83.92,Tara,https://www.on3.com/rivals/princeton-pines-96970/
Sam Houston,Ty Brock,QB,JR,Committed,,Avatar,Sam Houston State,,College Station,https://www.on3.com/rivals/ty-brock-116946/
Sam Houston,Ty Brock,QB,JR,Entered,4/09/2020,Avatar,Sam Houston State,,College Station,https://www.on3.com/rivals/ty-brock-116946/
Sam Houston,Princeton Pines,IOL,RS-FR,Entered,1/23/2020,Baylor,Sam Houston State,83.92,Tara,https://www.on3.com/rivals/princeton-pines-96970/
San Jose State,Charlie Bostic,CB,FR,Entered,3/11/2022,Avatar,San Jose State,75.55,Valley Christian,https://www.on3.com/rivals/charlie-bostic-20389/
San Jose State,Terrell Townsend,DL,SR,Committed,,Avatar,San Jose State,78.77,South San Francisco,https://www.on3.com/rivals/terrell-townsend-111614/
San Jose State,Cameron Hanson,LB,SR,Entered,6/23/2020,Avatar,San Jose State,77.82,Mount Miguel,https://www.on3.com/rivals/cameron-hanson-17840/
San Jose State,Terrell Townsend,DL,SR,Entered,1/18/2020,Avatar,San Jose State,78.77,South San Francisco,https://www.on3.com/rivals/terrell-townsend-111614/
San Jose State,Nick Starkel,QB,SR,Committed,,Arkansas,San Jose State Spartans,88.67,Liberty Christian,https://www.on3.com/rivals/nick-starkel-93002/
San Jose State,Kenyon Reed,CB,FR,Committed,,Kansas State,San Jose State Spartans,81.27,Long Beach Poly,https://www.on3.com/rivals/kenyon-reed-73565/
San Jose State,Nick Starkel,QB,SR,Entered,12/13/2019,Arkansas,,88.67,Liberty Christian,https://www.on3.com/rivals/nick-starkel-93002/
San Jose State,Kenyon Reed,CB,FR,Entered,10/17/2019,Kansas State,,81.27,Long Beach Poly,https://www.on3.com/rivals/kenyon-reed-73565/
San Jose State,Rahyme Johnson,LB,JR,Entered,7/15/2019,Avatar,San Jose State,88.70,Salesian,https://www.on3.com/rivals/rahyme-johnson-141100/
San Diego State,Isiah Macklin,WR,RS-JR,Committed,,Avatar,San Diego State,78.45,Green Valley,https://www.on3.com/rivals/isiah-macklin-49971/
San Diego State,Justin Dinka,RB,FR,Entered,7/20/2020,Avatar,San Diego State,84.10,Marcus,https://www.on3.com/rivals/justin-dinka-69257/
San Diego State,Justin Dinka,RB,FR,Committed,,Avatar,San Diego State,84.10,Marcus,https://www.on3.com/rivals/justin-dinka-69257/
San Diego State,Joe Green,QB,FR,Entered,4/21/2020,Avatar,San Diego State,78.32,Skyline,https://www.on3.com/rivals/joe-green-62187/
San Diego State,Joe Green,QB,FR,Committed,,Avatar,San Diego State,78.32,Skyline,https://www.on3.com/rivals/joe-green-62187/
San Diego State,Isiah Macklin,WR,RS-JR,Entered,4/17/2020,Avatar,San Diego State,78.45,Green Valley,https://www.on3.com/rivals/isiah-macklin-49971/
San Diego State,Liloa Kapiko,DL,FR,Entered,4/16/2020,Avatar,San Diego State,,St. Louis,https://www.on3.com/rivals/liloa-kapiko-144020/
San Diego State,Lucas Johnson,QB,RS-JR,Committed,,Avatar,Georgia Tech,80.24,Mt. Carmel,https://www.on3.com/rivals/lucas-johnson-141473/
San Diego State,Lucas Johnson,QB,RS-JR,Entered,1/06/2020,Avatar,Georgia Tech,80.24,Mt. Carmel,https://www.on3.com/rivals/lucas-johnson-141473/
San Diego State,Nolan Givan,TE,RS-JR,Committed,,Avatar,Ball State,79.05,Berkley,https://www.on3.com/rivals/nolan-givan-93868/
San Diego State,Nolan Givan,TE,RS-JR,Entered,12/01/2019,Avatar,Ball State,79.05,Berkley,https://www.on3.com/rivals/nolan-givan-93868/
SMU,Ty DeArman,LB,FR,Committed,,Oklahoma,SMU Mustangs,85.60,Bowie,https://www.on3.com/rivals/ty-dearman-116971/
SMU,Justin Osborne,OT,FR,Committed,,Auburn,SMU Mustangs,88.40,IMG Academy,https://www.on3.com/rivals/justin-osborne-69656/
SMU,Justin Osborne,OT,FR,Entered,8/04/2020,Auburn,,88.40,IMG Academy,https://www.on3.com/rivals/justin-osborne-69656/
SMU,Brandon Crossley,CB,FR,Entered,7/06/2020,Colorado State,SMU,85.43,Little Elm,https://www.on3.com/rivals/brandon-crossley-12373/
SMU,Brandon Crossley,CB,FR,Committed,,Colorado State,SMU Mustangs,85.43,Little Elm,https://www.on3.com/rivals/brandon-crossley-12373/
SMU,TQ Jackson,WR,FR,Committed,,Arkansas,SMU Mustangs,89.03,Jefferson,https://www.on3.com/rivals/tq-jackson-142892/
SMU,Michael Williams,DL,RS-JR,Committed,,Avatar,Stanford,89.40,All Saints,https://www.on3.com/rivals/michael-williams-89489/
SMU,TQ Jackson,WR,FR,Entered,1/15/2020,Arkansas,SMU,89.03,Jefferson,https://www.on3.com/rivals/tq-jackson-142892/
SMU,Corey Rau,TE,RS-JR,Entered,1/09/2020,SMU,,81.98,Cinco Ranch,https://www.on3.com/rivals/corey-rau-26285/
SMU,Corey Rau,TE,RS-JR,Committed,,SMU,Ohio State Buckeyes,81.98,Cinco Ranch,https://www.on3.com/rivals/corey-rau-26285/
SMU,Ty DeArman,LB,FR,Entered,12/31/2019,Oklahoma,SMU,85.60,Bowie,https://www.on3.com/rivals/ty-dearman-116971/
SMU,Michael Williams,DL,RS-JR,Entered,12/26/2019,Avatar,Stanford,89.40,All Saints,https://www.on3.com/rivals/michael-williams-89489/
South Alabama,Zac Crosby,TE,RS-JR,Committed,,Avatar,South Alabama,76.77,The Bolles School,https://www.on3.com/rivals/zac-crosby-122461/
South Alabama,Christian Bell,EDGE,RS-JR,Committed,,Wisconsin,South Alabama Jaguars,89.49,Hoover,https://www.on3.com/rivals/christian-bell-22771/
South Alabama,Christian Bell,EDGE,RS-JR,Entered,6/01/2020,Wisconsin,,89.49,Hoover,https://www.on3.com/rivals/christian-bell-22771/
South Alabama,Joshua Gillard,LB,SO,Committed,,Avatar,South Alabama,,Holy Cross,https://www.on3.com/rivals/joshua-gillard-67931/
South Alabama,Khameron Taylor,TE,SR,Entered,5/20/2020,South Alabama,,76.05,Santa Fe,https://www.on3.com/rivals/khameron-taylor-74963/
South Alabama,Tyrone Legette,CB,RS-FR,Committed,,Avatar,South Alabama,,John Curtis,https://www.on3.com/rivals/tyrone-legette-118829/
South Alabama,Zac Crosby,TE,RS-JR,Entered,3/23/2020,Avatar,South Alabama,76.77,The Bolles School,https://www.on3.com/rivals/zac-crosby-122461/
South Alabama,Dajon Richard,WR,FR,Entered,1/01/2020,South Alabama,,81.50,Patterson,https://www.on3.com/rivals/dajon-richard-27979/
South Alabama,Tyrone Legette,CB,RS-FR,Entered,1/01/2020,Avatar,South Alabama,,John Curtis,https://www.on3.com/rivals/tyrone-legette-118829/
South Alabama,Joshua Gillard,LB,SO,Entered,8/01/2019,Avatar,South Alabama,,Holy Cross,https://www.on3.com/rivals/joshua-gillard-67931/
South Florida,T.J. Robinson,S,FR,Committed,,Rutgers,USF Bulls,83.10,Riverview,https://www.on3.com/rivals/tj-robinson-109550/
South Florida,Demontrey Jacobs,OT,RS-SO,Committed,,Grambling State,USF Bulls,,East Ascension,https://www.on3.com/rivals/demontrey-jacobs-157980/
South Florida,Demontrey Jacobs,OT,RS-SO,Entered,6/23/2020,Grambling State,,,East Ascension,https://www.on3.com/rivals/demontrey-jacobs-157980/
South Florida,T.J. Robinson,S,FR,Entered,6/19/2020,Rutgers,,83.10,Riverview,https://www.on3.com/rivals/tj-robinson-109550/
Stanford,Michael Williams,DL,RS-JR,Committed,,Avatar,Stanford,89.40,All Saints,https://www.on3.com/rivals/michael-williams-89489/
Stanford,Donald Stewart,WR,RS-JR,Committed,,Stanford,Wake Forest Demon Deacons,87.10,Paramus Catholic,https://www.on3.com/rivals/donald-stewart-37934/
Stanford,Donald Stewart,WR,RS-JR,Entered,2/05/2020,Stanford,,87.10,Paramus Catholic,https://www.on3.com/rivals/donald-stewart-37934/
Stanford,Michael Williams,DL,RS-JR,Entered,12/26/2019,Avatar,Stanford,89.40,All Saints,https://www.on3.com/rivals/michael-williams-89489/
Syracuse,Juan Wallace,LB,SO,Committed,,Syracuse,Kent State Golden Flashes,83.20,IMG Academy,https://www.on3.com/rivals/juan-wallace-68461/
Syracuse,Juan Wallace,LB,SO,Entered,5/18/2020,Syracuse,,83.20,IMG Academy,https://www.on3.com/rivals/juan-wallace-68461/
Syracuse,Chris Bleich,IOL,RS-FR,Committed,,Florida,Syracuse Orange,89.00,Wyoming Valley West,https://www.on3.com/rivals/chris-bleich-21342/
Syracuse,Chris Bleich,IOL,RS-FR,Entered,11/05/2019,Florida,,89.00,Wyoming Valley West,https://www.on3.com/rivals/chris-bleich-21342/
TCU,Al'dontre Davis,WR,JR,Committed,,TCU,Nicholls State Colonels,85.90,Lutcher,https://www.on3.com/rivals/aldontre-davis-2416/
TCU,Al'dontre Davis,WR,JR,Entered,10/14/2020,TCU,,85.90,Lutcher,https://www.on3.com/rivals/aldontre-davis-2416/
TCU,Justin Rogers,QB,RS-FR,Committed,,TCU,UNLV Rebels,95.09,Parkway,https://www.on3.com/rivals/justin-rogers-69739/
TCU,Adam Plant,EDGE,FR,Committed,,TCU,UNLV Rebels,86.20,Bishop Gorman,https://www.on3.com/rivals/adam-plant-1289/
TCU,Adam Plant,EDGE,FR,Entered,12/23/2019,TCU,,86.20,Bishop Gorman,https://www.on3.com/rivals/adam-plant-1289/
TCU,Justin Rogers,QB,RS-FR,Entered,10/31/2019,TCU,,95.09,Parkway,https://www.on3.com/rivals/justin-rogers-69739/
Temple,Kenny Yeboah,TE,RS-JR,Committed,,Avatar,Temple,78.42,Parkland,https://www.on3.com/rivals/kenny-yeboah-73433/
Temple,Re-al Mitchell,QB,RS-FR,Committed,,Iowa State,Temple Owls,84.03,St. John Bosco,https://www.on3.com/rivals/re-al-mitchell-99117/
Temple,Kwantel Raines,LB,RS-FR,Committed,,West Virginia,Temple Owls,91.86,Aliquippa,https://www.on3.com/rivals/kwantel-raines-76278/
Temple,Kwantel Raines,LB,RS-FR,Entered,2/06/2020,West Virginia,,91.86,Aliquippa,https://www.on3.com/rivals/kwantel-raines-76278/
Temple,Todd Centeio,QB,JR,Committed,,Temple,Colorado State Rams,83.13,Dwyer,https://www.on3.com/rivals/todd-centeio-113282/
Temple,Re-al Mitchell,QB,RS-FR,Entered,1/25/2020,Iowa State,,84.03,St. John Bosco,https://www.on3.com/rivals/re-al-mitchell-99117/
Temple,Quincy Roche,EDGE,RS-JR,Committed,,Temple,Miami Hurricanes,81.27,New Town,https://www.on3.com/rivals/quincy-roche-97425/
Temple,Todd Centeio,QB,JR,Entered,1/14/2020,Temple,,83.13,Dwyer,https://www.on3.com/rivals/todd-centeio-113282/
Temple,Quincy Roche,EDGE,RS-JR,Entered,12/31/2019,Temple,,81.27,New Town,https://www.on3.com/rivals/quincy-roche-97425/
Temple,Kenny Yeboah,TE,RS-JR,Entered,12/02/2019,Avatar,Temple,78.42,Parkland,https://www.on3.com/rivals/kenny-yeboah-73433/
Tennessee,Bub Means,WR,FR,Committed,,Tennessee,Louisiana Tech Bulldogs,80.57,Lovejoy,https://www.on3.com/rivals/bub-means-61069/
Tennessee,Will Ignont,LB,RS-SO,Committed,,Tennessee,Western Kentucky Hilltoppers,91.52,Buckhorn,https://www.on3.com/rivals/will-ignont-140128/
Tennessee,Velus Jones Jr.,WR,SR,Entered,1/09/2020,USC,,11.75,Saraland,https://www.on3.com/rivals/velus-jones-jr-141342/
Tennessee,Cade Mays,OT,SO,Entered,1/09/2020,Georgia,,96.99,Knoxville Catholic,https://www.on3.com/rivals/cade-mays-16625/
Tennessee,Velus Jones Jr.,WR,SR,Committed,,USC,Tennessee Volunteers,11.75,Saraland,https://www.on3.com/rivals/velus-jones-jr-141342/
Tennessee,Cade Mays,OT,SO,Committed,,Georgia,Tennessee Volunteers,96.99,Knoxville Catholic,https://www.on3.com/rivals/cade-mays-16625/
Tennessee,Ryan Johnson,IOL,RS-JR,Committed,,Tennessee,Georgia Tech Yellow Jackets,90.76,Brentwood Academy,https://www.on3.com/rivals/ryan-johnson-137945/
Tennessee,Ryan Johnson,IOL,RS-JR,Entered,12/16/2019,Tennessee,,90.76,Brentwood Academy,https://www.on3.com/rivals/ryan-johnson-137945/
Tennessee,Bub Means,WR,FR,Entered,12/02/2019,Tennessee,,80.57,Lovejoy,https://www.on3.com/rivals/bub-means-61069/
Tennessee,Will Ignont,LB,RS-SO,Entered,9/25/2019,Tennessee,,91.52,Buckhorn,https://www.on3.com/rivals/will-ignont-140128/
Texas,Darion Dunn,CB,RS-JR,Committed,,McNeese State,Texas Longhorns,,Oakdale,https://www.on3.com/rivals/darion-dunn-30105/
Texas,Darion Dunn,CB,RS-JR,Entered,11/18/2020,McNeese State,,,Oakdale,https://www.on3.com/rivals/darion-dunn-30105/
